MODE,DATASET,PREPROC,ALGORITHM,ORDER,ALPHA,PRE,REC,SPE,F1,GEO,IBA
PCA,contraceptive,_smoteSVM,LRG,NONE,NONE,0.506,0.514,0.722,0.51,0.5960000000000001,0.354
PCA,contraceptive,_smoteSVM,MLP,NONE,NONE,0.584,0.5640000000000001,0.782,0.57,0.6639999999999999,0.434
PCA,contraceptive,_smoteSVM,QDA,NONE,NONE,0.5740000000000001,0.524,0.7899999999999999,0.524,0.634,0.396
PCA,contraceptive,_smoteSVM,RF,NONE,NONE,0.536,0.534,0.744,0.534,0.626,0.386
PCA,contraceptive,_smoteSVM,SGD,NONE,NONE,0.526,0.44000000000000006,0.708,0.378,0.43000000000000005,0.22000000000000003
PCA,contraceptive,_smoteSVM,SVM,NONE,NONE,0.54,0.522,0.766,0.526,0.632,0.392
PCA,contraceptive,_train,ABC,NONE,NONE,0.534,0.532,0.75,0.532,0.6300000000000001,0.388
PCA,contraceptive,_train,DTREE,NONE,NONE,0.49000000000000005,0.4959999999999999,0.724,0.49000000000000005,0.592,0.346
PCA,contraceptive,_train,GNB,NONE,NONE,0.546,0.51,0.7700000000000001,0.5120000000000001,0.6260000000000001,0.38
PCA,contraceptive,_train,KNN,NONE,NONE,0.49800000000000005,0.5039999999999999,0.72,0.49399999999999994,0.5900000000000001,0.344
PCA,contraceptive,_train,LRG,NONE,NONE,0.36400000000000005,0.46799999999999997,0.634,0.394,0.40199999999999997,0.21200000000000002
PCA,contraceptive,_train,MLP,NONE,NONE,0.576,0.574,0.766,0.572,0.6580000000000001,0.42800000000000005
PCA,contraceptive,_train,QDA,NONE,NONE,0.584,0.5439999999999999,0.79,0.55,0.652,0.418
PCA,contraceptive,_train,RF,NONE,NONE,0.538,0.5459999999999999,0.742,0.538,0.624,0.388
PCA,contraceptive,_train,SGD,NONE,NONE,0.33599999999999997,0.438,0.6039999999999999,0.316,0.236,0.096
PCA,contraceptive,_train,SVM,NONE,NONE,0.37400000000000005,0.48600000000000004,0.656,0.418,0.44399999999999995,0.256
PCA,dermatology,_Borderline1,ABC,NONE,NONE,0.49800000000000005,0.6020000000000001,0.8480000000000001,0.52,0.56,0.45599999999999996
PCA,dermatology,_Borderline1,DTREE,NONE,NONE,0.898,0.8880000000000001,0.974,0.89,0.93,0.8619999999999999
PCA,dermatology,_Borderline1,GNB,NONE,NONE,0.868,0.826,0.9719999999999999,0.8240000000000001,0.8880000000000001,0.792
PCA,dermatology,_Borderline1,KNN,NONE,NONE,0.944,0.9360000000000002,0.9880000000000001,0.9339999999999999,0.96,0.9200000000000002
PCA,dermatology,_Borderline1,LRG,NONE,NONE,0.924,0.916,0.9800000000000001,0.9099999999999999,0.944,0.8940000000000001
PCA,dermatology,_Borderline1,MLP,NONE,NONE,0.984,0.982,1.0,0.982,0.986,0.9759999999999998
PCA,dermatology,_Borderline1,QDA,NONE,NONE,0.8380000000000001,0.842,0.97,0.8140000000000001,0.8720000000000001,0.8140000000000001
PCA,dermatology,_Borderline1,RF,NONE,NONE,0.946,0.932,0.9880000000000001,0.932,0.9559999999999998,0.916
PCA,dermatology,_Borderline1,SGD,NONE,NONE,0.7939999999999999,0.7220000000000001,0.95,0.704,0.7660000000000001,0.666
PCA,dermatology,_Borderline1,SVM,NONE,NONE,0.96,0.954,0.992,0.9559999999999998,0.9700000000000001,0.942
PCA,dermatology,_Borderline2,ABC,NONE,NONE,0.462,0.564,0.8280000000000001,0.4760000000000001,0.5040000000000001,0.41
PCA,dermatology,_Borderline2,DTREE,NONE,NONE,0.892,0.874,0.9739999999999999,0.8779999999999999,0.922,0.8459999999999999
PCA,dermatology,_Borderline2,GNB,NONE,NONE,0.86,0.804,0.97,0.796,0.8680000000000001,0.7699999999999999
PCA,dermatology,_Borderline2,KNN,NONE,NONE,0.944,0.9359999999999999,0.99,0.9339999999999999,0.96,0.9180000000000001
PCA,dermatology,_Borderline2,LRG,NONE,NONE,0.9299999999999999,0.9199999999999999,0.9780000000000001,0.914,0.944,0.8959999999999999
PCA,dermatology,_Borderline2,MLP,NONE,NONE,0.976,0.9719999999999999,0.9960000000000001,0.9719999999999999,0.982,0.968
PCA,dermatology,_Borderline2,QDA,NONE,NONE,0.75,0.7959999999999999,0.96,0.768,0.836,0.764
PCA,dermatology,_Borderline2,RF,NONE,NONE,0.9559999999999998,0.9480000000000001,0.99,0.9480000000000001,0.968,0.9380000000000001
PCA,dermatology,_Borderline2,SGD,NONE,NONE,0.782,0.77,0.95,0.732,0.8019999999999999,0.7220000000000001
PCA,dermatology,_Borderline2,SVM,NONE,NONE,0.944,0.93,0.9860000000000001,0.9259999999999999,0.952,0.9119999999999999
PCA,dermatology,_Geometric_SMOTE,ABC,NONE,NONE,0.508,0.5399999999999999,0.8479999999999999,0.47800000000000004,0.502,0.392
PCA,dermatology,_Geometric_SMOTE,DTREE,NONE,NONE,0.9059999999999999,0.898,0.9780000000000001,0.898,0.9339999999999999,0.8699999999999999
PCA,dermatology,_Geometric_SMOTE,GNB,NONE,NONE,0.8640000000000001,0.788,0.9719999999999999,0.7899999999999999,0.866,0.752
PCA,dermatology,_Geometric_SMOTE,KNN,NONE,NONE,0.954,0.95,0.992,0.95,0.97,0.9359999999999999
PCA,dermatology,_Geometric_SMOTE,LRG,NONE,NONE,0.97,0.966,0.992,0.9640000000000001,0.978,0.954
PCA,dermatology,_Geometric_SMOTE,MLP,NONE,NONE,0.982,0.9800000000000001,0.998,0.9800000000000001,0.986,0.9719999999999999
PCA,dermatology,_Geometric_SMOTE,QDA,NONE,NONE,0.952,0.9339999999999999,0.99,0.9359999999999999,0.96,0.9199999999999999
PCA,dermatology,_Geometric_SMOTE,RF,NONE,NONE,0.944,0.9400000000000001,0.99,0.9400000000000001,0.9640000000000001,0.9279999999999999
PCA,dermatology,_Geometric_SMOTE,SGD,NONE,NONE,0.9280000000000002,0.8620000000000001,0.978,0.852,0.9,0.834
PCA,dermatology,_Geometric_SMOTE,SVM,NONE,NONE,0.97,0.962,0.992,0.962,0.974,0.954
PCA,dermatology,_SMOTE,ABC,NONE,NONE,0.47800000000000004,0.554,0.8380000000000001,0.472,0.532,0.41
PCA,dermatology,_SMOTE,DTREE,NONE,NONE,0.882,0.8700000000000001,0.974,0.8700000000000001,0.916,0.8400000000000001
PCA,dermatology,_SMOTE,GNB,NONE,NONE,0.8720000000000001,0.818,0.9719999999999999,0.818,0.882,0.786
PCA,dermatology,_SMOTE,KNN,NONE,NONE,0.952,0.944,0.99,0.944,0.968,0.932
PCA,dermatology,_SMOTE,LRG,NONE,NONE,0.9560000000000001,0.9540000000000001,0.99,0.952,0.974,0.9400000000000001
PCA,dermatology,_SMOTE,MLP,NONE,NONE,0.982,0.978,0.9960000000000001,0.978,0.984,0.9739999999999999
PCA,dermatology,_SMOTE,QDA,NONE,NONE,0.8360000000000001,0.8379999999999999,0.968,0.8140000000000001,0.8719999999999999,0.808
PCA,dermatology,_SMOTE,RF,NONE,NONE,0.9480000000000001,0.9400000000000001,0.99,0.9400000000000001,0.9640000000000001,0.9279999999999999
PCA,dermatology,_SMOTE,SGD,NONE,NONE,0.884,0.8700000000000001,0.9720000000000001,0.858,0.898,0.836
PCA,dermatology,_SMOTE,SVM,NONE,NONE,0.96,0.952,0.99,0.95,0.97,0.9399999999999998
PCA,dermatology,_smoteSVM,ABC,NONE,NONE,0.5139999999999999,0.602,0.85,0.516,0.55,0.45600000000000007
PCA,dermatology,_smoteSVM,DTREE,NONE,NONE,0.8939999999999999,0.8819999999999999,0.978,0.8859999999999999,0.924,0.858
PCA,dermatology,_smoteSVM,GNB,NONE,NONE,0.8560000000000001,0.8160000000000001,0.9719999999999999,0.8200000000000001,0.8859999999999999,0.784
PCA,dermatology,_smoteSVM,KNN,NONE,NONE,0.9479999999999998,0.942,0.992,0.942,0.962,0.9280000000000002
PCA,dermatology,_smoteSVM,LRG,NONE,NONE,0.9400000000000001,0.9380000000000001,0.9880000000000001,0.9359999999999999,0.962,0.9219999999999999
PCA,dermatology,_smoteSVM,MLP,NONE,NONE,0.986,0.982,0.998,0.982,0.986,0.976
PCA,dermatology,_smoteSVM,QDA,NONE,NONE,0.8380000000000001,0.844,0.97,0.8200000000000001,0.876,0.8160000000000001
PCA,dermatology,_smoteSVM,RF,NONE,NONE,0.944,0.932,0.9880000000000001,0.932,0.958,0.9179999999999999
PCA,dermatology,_smoteSVM,SGD,NONE,NONE,0.8620000000000001,0.772,0.9640000000000001,0.7619999999999999,0.8280000000000001,0.732
PCA,dermatology,_smoteSVM,SVM,NONE,NONE,0.962,0.958,0.9960000000000001,0.958,0.974,0.952
PCA,dermatology,_train,ABC,NONE,NONE,0.712,0.712,0.93,0.6699999999999999,0.7460000000000001,0.6439999999999999
PCA,dermatology,_train,DTREE,NONE,NONE,0.874,0.8640000000000001,0.9719999999999999,0.8640000000000001,0.9120000000000001,0.8300000000000001
PCA,dermatology,_train,GNB,NONE,NONE,0.868,0.82,0.9719999999999999,0.82,0.8859999999999999,0.786
PCA,dermatology,_train,KNN,NONE,NONE,0.968,0.9620000000000001,0.994,0.9620000000000001,0.974,0.954
PCA,dermatology,_train,LRG,NONE,NONE,0.5960000000000001,0.604,0.8319999999999999,0.5199999999999999,0.5700000000000001,0.44399999999999995
PCA,dermatology,_train,MLP,NONE,NONE,0.9800000000000001,0.976,0.9960000000000001,0.976,0.982,0.97
PCA,dermatology,_train,QDA,NONE,NONE,0.882,0.8480000000000001,0.978,0.8320000000000001,0.892,0.8240000000000002
PCA,dermatology,_train,RF,NONE,NONE,0.9480000000000001,0.938,0.986,0.938,0.958,0.922
PCA,dermatology,_train,SGD,NONE,NONE,0.776,0.6519999999999999,0.93,0.606,0.692,0.578
PCA,dermatology,_train,SVM,NONE,NONE,0.728,0.796,0.9400000000000001,0.744,0.796,0.7380000000000001
PCA,glass,_Borderline1,ABC,NONE,NONE,0.378,0.462,0.7680000000000001,0.362,0.41600000000000004,0.28800000000000003
PCA,glass,_Borderline1,DTREE,NONE,NONE,0.668,0.662,0.874,0.658,0.736,0.576
PCA,glass,_Borderline1,GNB,NONE,NONE,0.5199999999999999,0.45199999999999996,0.852,0.438,0.568,0.366
PCA,glass,_Borderline1,KNN,NONE,NONE,0.736,0.6799999999999999,0.906,0.694,0.776,0.6100000000000001
PCA,glass,_Borderline1,LRG,NONE,NONE,0.126,0.356,0.644,0.186,0.0,0.0
PCA,glass,_Borderline1,MLP,NONE,NONE,0.518,0.55,0.806,0.5,0.5880000000000001,0.41200000000000003
PCA,glass,_Borderline1,QDA,NONE,NONE,0.002,0.057999999999999996,0.942,0.004,0.0,0.0
PCA,glass,_Borderline1,RF,NONE,NONE,0.7299999999999999,0.7300000000000001,0.892,0.72,0.7899999999999999,0.642
PCA,glass,_Borderline1,SGD,NONE,NONE,0.11400000000000002,0.22000000000000003,0.8299999999999998,0.126,0.10800000000000001,0.06200000000000001
PCA,glass,_Borderline1,SVM,NONE,NONE,0.126,0.356,0.644,0.186,0.0,0.0
PCA,glass,_Borderline2,ABC,NONE,NONE,0.516,0.426,0.82,0.382,0.49000000000000005,0.312
PCA,glass,_Borderline2,DTREE,NONE,NONE,0.658,0.6279999999999999,0.8779999999999999,0.636,0.722,0.548
PCA,glass,_Borderline2,GNB,NONE,NONE,0.5640000000000001,0.44400000000000006,0.852,0.43200000000000005,0.558,0.34800000000000003
PCA,glass,_Borderline2,KNN,NONE,NONE,0.712,0.658,0.8940000000000001,0.6719999999999999,0.756,0.582
PCA,glass,_Borderline2,LRG,NONE,NONE,0.126,0.356,0.644,0.186,0.0,0.0
PCA,glass,_Borderline2,MLP,NONE,NONE,0.5279999999999999,0.5579999999999999,0.8160000000000001,0.506,0.5940000000000001,0.42400000000000004
PCA,glass,_Borderline2,QDA,NONE,NONE,0.33799999999999997,0.35400000000000004,0.868,0.308,0.364,0.248
PCA,glass,_Borderline2,RF,NONE,NONE,0.734,0.724,0.9,0.7220000000000001,0.792,0.648
PCA,glass,_Borderline2,SGD,NONE,NONE,0.24,0.37,0.82,0.27199999999999996,0.32,0.21800000000000003
PCA,glass,_Borderline2,SVM,NONE,NONE,0.126,0.356,0.644,0.186,0.0,0.0
PCA,glass,_Geometric_SMOTE,ABC,NONE,NONE,0.23199999999999998,0.44800000000000006,0.782,0.29600000000000004,0.34,0.25
PCA,glass,_Geometric_SMOTE,DTREE,NONE,NONE,0.6719999999999999,0.652,0.8799999999999999,0.654,0.742,0.5700000000000001
PCA,glass,_Geometric_SMOTE,GNB,NONE,NONE,0.502,0.514,0.794,0.46799999999999997,0.552,0.372
PCA,glass,_Geometric_SMOTE,KNN,NONE,NONE,0.7319999999999999,0.6839999999999999,0.9040000000000001,0.6960000000000001,0.7799999999999999,0.608
PCA,glass,_Geometric_SMOTE,LRG,NONE,NONE,0.126,0.356,0.644,0.186,0.0,0.0
PCA,glass,_Geometric_SMOTE,MLP,NONE,NONE,0.52,0.5640000000000001,0.8160000000000001,0.514,0.6060000000000001,0.434
PCA,glass,_Geometric_SMOTE,QDA,NONE,NONE,0.564,0.5780000000000001,0.82,0.54,0.6279999999999999,0.45999999999999996
PCA,glass,_Geometric_SMOTE,RF,NONE,NONE,0.7180000000000001,0.7180000000000001,0.898,0.712,0.782,0.634
PCA,glass,_Geometric_SMOTE,SGD,NONE,NONE,0.202,0.32,0.7699999999999999,0.21400000000000002,0.196,0.128
PCA,glass,_Geometric_SMOTE,SVM,NONE,NONE,0.126,0.356,0.644,0.186,0.0,0.0
PCA,glass,_SMOTE,ABC,NONE,NONE,0.37,0.458,0.764,0.356,0.41400000000000003,0.264
PCA,glass,_SMOTE,DTREE,NONE,NONE,0.708,0.6779999999999999,0.8880000000000001,0.6799999999999999,0.756,0.5919999999999999
PCA,glass,_SMOTE,GNB,NONE,NONE,0.528,0.43,0.8720000000000001,0.42400000000000004,0.556,0.36
PCA,glass,_SMOTE,KNN,NONE,NONE,0.744,0.674,0.908,0.696,0.78,0.6060000000000001
PCA,glass,_SMOTE,LRG,NONE,NONE,0.126,0.356,0.644,0.186,0.0,0.0
PCA,glass,_SMOTE,MLP,NONE,NONE,0.54,0.556,0.8100000000000002,0.506,0.6000000000000001,0.418
PCA,glass,_SMOTE,QDA,NONE,NONE,0.002,0.057999999999999996,0.942,0.004,0.0,0.0
PCA,glass,_SMOTE,RF,NONE,NONE,0.758,0.7420000000000001,0.9,0.742,0.812,0.664
PCA,glass,_SMOTE,SGD,NONE,NONE,0.24,0.378,0.706,0.28200000000000003,0.298,0.18200000000000002
PCA,glass,_SMOTE,SVM,NONE,NONE,0.126,0.356,0.644,0.186,0.0,0.0
PCA,glass,_smoteSVM,ABC,NONE,NONE,0.398,0.49399999999999994,0.788,0.4120000000000001,0.46799999999999997,0.33799999999999997
PCA,glass,_smoteSVM,DTREE,NONE,NONE,0.6799999999999999,0.682,0.8800000000000001,0.678,0.7420000000000001,0.596
PCA,glass,_smoteSVM,GNB,NONE,NONE,0.542,0.45200000000000007,0.86,0.442,0.566,0.364
PCA,glass,_smoteSVM,KNN,NONE,NONE,0.716,0.678,0.9,0.6839999999999999,0.764,0.598
PCA,glass,_smoteSVM,LRG,NONE,NONE,0.126,0.356,0.644,0.186,0.0,0.0
PCA,glass,_smoteSVM,MLP,NONE,NONE,0.516,0.5599999999999999,0.8119999999999999,0.51,0.5980000000000001,0.43
PCA,glass,_smoteSVM,QDA,NONE,NONE,0.002,0.057999999999999996,0.942,0.004,0.0,0.0
PCA,glass,_smoteSVM,RF,NONE,NONE,0.7539999999999999,0.756,0.9,0.744,0.804,0.6719999999999999
PCA,glass,_smoteSVM,SGD,NONE,NONE,0.192,0.27599999999999997,0.8320000000000001,0.21200000000000002,0.25999999999999995,0.17400000000000002
PCA,glass,_smoteSVM,SVM,NONE,NONE,0.126,0.356,0.644,0.186,0.0,0.0
PCA,glass,_train,ABC,NONE,NONE,0.392,0.4640000000000001,0.7300000000000001,0.384,0.43600000000000005,0.266
PCA,glass,_train,DTREE,NONE,NONE,0.6539999999999999,0.642,0.8620000000000001,0.638,0.7160000000000001,0.5479999999999999
PCA,glass,_train,GNB,NONE,NONE,0.488,0.458,0.8400000000000001,0.426,0.546,0.36
PCA,glass,_train,KNN,NONE,NONE,0.6679999999999999,0.664,0.8640000000000001,0.65,0.7220000000000001,0.5559999999999999
PCA,glass,_train,LRG,NONE,NONE,0.126,0.356,0.644,0.186,0.0,0.0
PCA,glass,_train,MLP,NONE,NONE,0.358,0.44400000000000006,0.7020000000000001,0.35,0.348,0.202
PCA,glass,_train,QDA,NONE,NONE,0.002,0.057999999999999996,0.942,0.004,0.0,0.0
PCA,glass,_train,RF,NONE,NONE,0.6980000000000001,0.728,0.8799999999999999,0.7060000000000001,0.762,0.63
PCA,glass,_train,SGD,NONE,NONE,0.16999999999999998,0.326,0.76,0.20800000000000002,0.154,0.10600000000000001
PCA,glass,_train,SVM,NONE,NONE,0.126,0.356,0.644,0.186,0.0,0.0
PCA,new-thyroid,_Borderline1,ABC,NONE,NONE,0.9,0.9200000000000002,0.8460000000000001,0.906,0.8559999999999999,0.776
PCA,new-thyroid,_Borderline1,DTREE,NONE,NONE,0.984,0.982,0.968,0.982,0.974,0.95
PCA,new-thyroid,_Borderline1,GNB,NONE,NONE,0.984,0.982,0.968,0.982,0.974,0.95
PCA,new-thyroid,_Borderline1,KNN,NONE,NONE,0.978,0.974,0.9780000000000001,0.976,0.974,0.9480000000000001
PCA,new-thyroid,_Borderline1,LRG,NONE,NONE,0.8039999999999999,0.836,0.622,0.7940000000000002,0.6500000000000001,0.472
PCA,new-thyroid,_Borderline1,MLP,NONE,NONE,0.974,0.966,0.9640000000000001,0.968,0.9640000000000001,0.932
PCA,new-thyroid,_Borderline1,QDA,NONE,NONE,0.9719999999999999,0.966,0.9640000000000001,0.966,0.966,0.932
PCA,new-thyroid,_Borderline1,RF,NONE,NONE,0.984,0.984,0.97,0.984,0.974,0.952
PCA,new-thyroid,_Borderline1,SGD,NONE,NONE,0.8480000000000001,0.8400000000000001,0.7819999999999999,0.8319999999999999,0.788,0.66
PCA,new-thyroid,_Borderline1,SVM,NONE,NONE,0.906,0.8880000000000001,0.752,0.874,0.792,0.65
PCA,new-thyroid,_Borderline2,ABC,NONE,NONE,0.868,0.882,0.852,0.8720000000000001,0.8460000000000001,0.748
PCA,new-thyroid,_Borderline2,DTREE,NONE,NONE,0.9400000000000001,0.9259999999999999,0.966,0.93,0.944,0.8879999999999999
PCA,new-thyroid,_Borderline2,GNB,NONE,NONE,0.984,0.982,0.968,0.982,0.974,0.95
PCA,new-thyroid,_Borderline2,KNN,NONE,NONE,0.9559999999999998,0.9380000000000001,0.9800000000000001,0.944,0.958,0.916
PCA,new-thyroid,_Borderline2,LRG,NONE,NONE,0.8399999999999999,0.842,0.6319999999999999,0.804,0.67,0.48599999999999993
PCA,new-thyroid,_Borderline2,MLP,NONE,NONE,0.974,0.968,0.976,0.97,0.97,0.942
PCA,new-thyroid,_Borderline2,QDA,NONE,NONE,0.97,0.968,0.966,0.968,0.966,0.9339999999999999
PCA,new-thyroid,_Borderline2,RF,NONE,NONE,0.968,0.9620000000000001,0.974,0.9640000000000001,0.97,0.9359999999999999
PCA,new-thyroid,_Borderline2,SGD,NONE,NONE,0.868,0.8240000000000001,0.76,0.812,0.76,0.598
PCA,new-thyroid,_Borderline2,SVM,NONE,NONE,0.906,0.8880000000000001,0.752,0.874,0.792,0.65
PCA,new-thyroid,_Geometric_SMOTE,ABC,NONE,NONE,0.8280000000000001,0.868,0.768,0.8399999999999999,0.714,0.654
PCA,new-thyroid,_Geometric_SMOTE,DTREE,NONE,NONE,0.962,0.9540000000000001,0.984,0.9540000000000001,0.968,0.932
PCA,new-thyroid,_Geometric_SMOTE,GNB,NONE,NONE,0.96,0.952,0.932,0.952,0.942,0.8880000000000001
PCA,new-thyroid,_Geometric_SMOTE,KNN,NONE,NONE,0.9800000000000001,0.9800000000000001,0.9800000000000001,0.9800000000000001,0.978,0.9540000000000001
PCA,new-thyroid,_Geometric_SMOTE,LRG,NONE,NONE,0.8880000000000001,0.8640000000000001,0.686,0.8460000000000001,0.7380000000000001,0.56
PCA,new-thyroid,_Geometric_SMOTE,MLP,NONE,NONE,0.976,0.974,0.958,0.974,0.9640000000000001,0.93
PCA,new-thyroid,_Geometric_SMOTE,QDA,NONE,NONE,0.976,0.9719999999999999,0.9560000000000001,0.9719999999999999,0.962,0.93
PCA,new-thyroid,_Geometric_SMOTE,RF,NONE,NONE,0.966,0.9620000000000001,0.974,0.9620000000000001,0.968,0.9359999999999999
PCA,new-thyroid,_Geometric_SMOTE,SGD,NONE,NONE,0.612,0.632,0.786,0.588,0.538,0.42400000000000004
PCA,new-thyroid,_Geometric_SMOTE,SVM,NONE,NONE,0.9199999999999999,0.9039999999999999,0.774,0.89,0.812,0.6839999999999999
PCA,new-thyroid,_SMOTE,ABC,NONE,NONE,0.914,0.9339999999999999,0.85,0.9179999999999999,0.8620000000000001,0.792
PCA,new-thyroid,_SMOTE,DTREE,NONE,NONE,0.984,0.982,0.968,0.982,0.974,0.95
PCA,new-thyroid,_SMOTE,GNB,NONE,NONE,0.9800000000000001,0.9780000000000001,0.968,0.9780000000000001,0.9720000000000001,0.944
PCA,new-thyroid,_SMOTE,KNN,NONE,NONE,0.976,0.974,0.9780000000000001,0.974,0.974,0.9480000000000001
PCA,new-thyroid,_SMOTE,LRG,NONE,NONE,0.8960000000000001,0.876,0.7100000000000001,0.858,0.758,0.592
PCA,new-thyroid,_SMOTE,MLP,NONE,NONE,0.976,0.974,0.958,0.974,0.9640000000000001,0.93
PCA,new-thyroid,_SMOTE,QDA,NONE,NONE,0.976,0.9720000000000001,0.966,0.9720000000000001,0.968,0.938
PCA,new-thyroid,_SMOTE,RF,NONE,NONE,0.984,0.984,0.97,0.984,0.974,0.952
PCA,new-thyroid,_SMOTE,SGD,NONE,NONE,0.758,0.7939999999999999,0.844,0.76,0.742,0.6479999999999999
